"co_id","deal_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"55808-02","23333-95T","Signifyd","San Jose, CA","SanJose","CA","{""Artificial Intelligence & Machine Learning"",""Big Data"",Cybersecurity,TMT}","2014-04-24",2014,1,,"1st Round","Seed Round",7.24,11.44,4.2,36.73,11,"{41716-90,53715-43,109231-48,50986-90,85924-81,50943-70,53333-83,62227-09,57697-12,53398-54,105986-71}","{""Andreessen Horowitz"",DCVC,""Eric Chen"",""IA Ventures"",""JFE Network"",""QED Investors"",""Resolute Ventures"",""Safa Rashtchy"",""Streamlined Ventures"",""Tekton Ventures"",""Ullas Naik""}","{""41716-90-Scott Weiss"",""53715-43-Matthew Ocko"",""109231-48-Eric Chen"",""50986-90-Roger Ehrenberg"",85924-81-None,""50943-70-Frank Rotman"",""53333-83-Michael Hirshland"",""62227-09-Safa Rashtchy"",57697-12-None,""53398-54-Jai Choi"",105986-71-None}","{""Scott Weiss"",""Matthew Ocko"",""Eric Chen"",""Roger Ehrenberg"",NULL,""Frank Rotman"",""Michael Hirshland"",""Safa Rashtchy"",NULL,""Jai Choi"",NULL}","{13429-18F,13545-91F,13378-24F,15760-18F,13381-75F,13691-62F}","{""Andreessen Horowitz Fund III Co-Investment"",""Data Collective I"",""IA Venture Strategies Fund II"",""QED LatAm Fund"",""Resolute Annex I"",""Streamlined Ventures I""}"
"51597-82","18067-87T","Solvate","New York, NY","NewYork","NY","{Industrials,TMT}","2009-08-28",2009,1,"Series A","1st Round","Early Stage VC",4.04,6.38,2.34,36.71,2,"{11166-67,11290-51}","{""Gotham Ventures"",""RRE Ventures""}","{11166-67-None,11290-51-None}","{NULL,NULL}","{12511-72F,11258-02F}","{""DFJ Gotham Ventures II"",""RRE Ventures III""}"
"54066-07","20898-28T","Checkpoint HR","Edison, NJ","Edison","NJ","{Industrials,TMT}","2008-07-31",2008,1,"Series A","1st Round","Later Stage VC",13.72,21.67,7.95,36.68,1,"{10135-81}","{""Edison Partners""}","{""10135-81-Joseph Allegra""}","{""Joseph Allegra""}","{11389-96F}","{""Edison Venture Fund VI""}"
"13139-20","20949-76T","Wine.com","San Francisco, CA","SanFrancisco","CA","{E-Commerce}","2004-09-08",2004,6,"Series F","6th Round","Later Stage VC",29.76,50.6,20.85,36.67,1,"{10237-60}","{""Baker Capital""}","{""10237-60-John Baker""}","{""John Baker""}","{11333-80F}","{""Baker Communications Fund II""}"
"102203-47","48969-55T","Intruno","Sugar Land, TX","SugarLand","TX","{TMT}","2014-11-26",2014,2,,,"Seed Round",,,0.05,,,"{}","{}","{}","{}","{}","{}"
"179070-49","169527-79T","INTAG","Harrisburg, PA","Harrisburg","PA","{AgTech,""Life Sciences""}","2021-03-30",2021,2,,"2nd Round","Seed Round",2.5,3.95,1.45,36.63,,"{}","{}","{}","{}","{}","{}"
"58356-64","172747-45T","Emboline","Santa Cruz, CA","SantaCruz","CA","{}","2021-06-04",2021,4,"Series D","4th Round","Later Stage VC",96,151.36,55.36,36.57,5,"{51949-63,114567-76,11271-34,169913-17,153143-11}","{""GAM Investments"",""Matrix Capital Management"",""Philips Health Technology Venture Fund"",""ShangBay Capital"",""SV Tech Ventures""}","{51949-63-None,""114567-76-Eric Xiao"",11271-34-None,""169913-17-William Dai"",""153143-11-Peng Cheng""}","{NULL,""Eric Xiao"",NULL,""William Dai"",""Peng Cheng""}","{16536-07F,16778-26F}","{""Shangbay Capital II"",""SV Tech Fund III""}"
"52932-88","19759-24T","Pluribus Networks","San Jose, CA","SanJose","CA","{""CloudTech & DevOps"",""Internet of Things""}","2011-04-04",2011,2,"Series B","2nd Round","Early Stage VC",30.35,47.85,17.5,36.57,3,"{11248-21,170671-96,11251-81}","{""Mohr Davidow Ventures"",""Neotribe Ventures"",""New Enterprise Associates""}","{""11248-21-Jim Smith"",""170671-96-Swaroop Kolluri"",""11251-81-Swaroop Kolluri""}","{""Jim Smith"",""Swaroop Kolluri"",""Swaroop Kolluri""}","{11624-68F,15873-04F,12430-63F}","{""MDV IX"",""NeoTribe Ventures I"",""New Enterprise Associates 13""}"
"102203-47","65243-62T","Intruno","Sugar Land, TX","SugarLand","TX","{TMT}","2016-01-26",2016,3,,,"Accelerator/Incubator",,,,,,"{109795-69}","{""TMC Innovation""}","{""109795-69-Erik Halvorsen""}","{""Erik Halvorsen""}","{}","{}"
"102203-47","48969-19T","Intruno","Sugar Land, TX","SugarLand","TX","{TMT}","2014-01-01",2014,1,,,"Accelerator/Incubator",,,,,,"{52264-18}","{Healthbox}","{52264-18-None}","{NULL}","{}","{}"
"160402-33","75480-31T","Intu Foods","Baltimore, MD","Baltimore","MD","{}","2015-07-31",2015,1,,,"Angel (individual)",,,0.01,,,"{}","{}","{}","{}","{}","{}"
"51637-24","154005-40T","Intuity Medical (NAS: POGO)","Fremont, CA","Fremont","CA","{HealthTech,TMT}","2020-06-29",2020,13,,,"Debt - PPP",,,1.97,,,"{}","{}","{}","{}","{}","{}"
"51637-24","178192-72T","Intuity Medical (NAS: POGO)","Fremont, CA","Fremont","CA","{HealthTech,TMT}","2020-02-01",2020,12,,,"PE Growth/Expansion",,,,,,"{98051-86}","{""LKCM Headwater Investments""}","{""98051-86-Michael Bornitz""}","{""Michael Bornitz""}","{}","{}"
"51637-24","18151-30T","Intuity Medical (NAS: POGO)","Fremont, CA","Fremont","CA","{HealthTech,TMT}","2011-02-28",2011,5,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"86704-30","131196-07T","InTuun","Reno, NV","Reno","NV","{HealthTech}","2015-02-01",2015,2,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"86704-30","131194-99T","InTuun","Reno, NV","Reno","NV","{HealthTech}","2009-10-24",2009,1,,,"Angel (individual)",,,,,,"{54940-51}","{""Reno Angels""}","{54940-51-None}","{NULL}","{}","{}"
"239697-37","128966-59T","Intuvision","Woburn, MA","Woburn","MA","{}","2008-01-01",2008,1,,,"Grant",,,1.89,,,"{51038-20,120649-24,10026-64}","{""National Science Foundation"",""United States Department of Defense"",""US Department of Homeland Security""}","{51038-20-None,120649-24-None,10026-64-None}","{NULL,NULL,NULL}","{}","{}"
"167689-63","77734-45T","InvenGen","New Providence, NJ","NewProvidence","NJ","{Cybersecurity,TMT}",,,2,,,"IPO",,,,,,"{}","{}","{}","{}","{}","{}"
"167689-63","77734-36T","InvenGen","New Providence, NJ","NewProvidence","NJ","{Cybersecurity,TMT}",,,1,,,"PE Growth/Expansion",,,,,,"{10367-20}","{""Thurston Group""}","{10367-20-None}","{NULL}","{}","{}"
"55521-55","22632-04T","InvenQuery","Prairie Village, KS","PrairieVillage","KS","{Mobile,TMT}","2012-11-01",2012,2,"Series A",,"Early Stage VC",,,0.65,,,"{51508-72}","{""Dundee Venture Capital""}","{""51508-72-Mark Hasebroock""}","{""Mark Hasebroock""}","{}","{}"
"55521-55","66849-13T","InvenQuery","Prairie Village, KS","PrairieVillage","KS","{Mobile,TMT}","2014-06-01",2014,3,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"55521-55","22631-95T","InvenQuery","Prairie Village, KS","PrairieVillage","KS","{Mobile,TMT}","2011-12-31",2011,1,,,"Angel (individual)",,,0.45,,,"{}","{}","{}","{}","{}","{}"
"320748-67","148281-85T","Path With Art","Seattle, WA","Seattle","WA","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"241730-65","152602-84T","Path2Response","Louisville, CO","Louisville","CO","{}","2020-04-07",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"241804-99","152603-74T","Pathdocs","Willmar, MN","Willmar","MN","{}","2020-04-09",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"63786-16","39775-69T","Pathgather","Sacramento, CA","Sacramento","CA","{EdTech,TMT}","2014-11-24",2014,3,,,"Seed Round",,,1.5,,,"{112592-26,105993-28,83135-44,11156-14,118507-96,118508-32,118507-78,51763-51,55261-00,100278-91,106615-45,56650-78}","{""Alex Iskold"",""Bertrand Navarette"",""Bloomberg Beta"",""Contour Venture Partners"",""Jinlong Wang"",""Michael Derikrava"",""Mike Perrone"",""Palm Ventures"",""Right Side Capital Management"",""The Vedas Group"",""Thomas Wisniewski"",""Tigerlabs Health""}","{""112592-26-Alex Iskold"",""105993-28-Bertrand Navarette"",83135-44-None,11156-14-None,""118507-96-Jinlong Wang"",""118508-32-Michael Derikrava"",""118507-78-Mike Perrone"",51763-51-None,55261-00-None,100278-91-None,106615-45-None,""56650-78-James Smits""}","{""Alex Iskold"",""Bertrand Navarette"",NULL,NULL,""Jinlong Wang"",""Michael Derikrava"",""Mike Perrone"",NULL,NULL,NULL,NULL,""James Smits""}","{}","{}"
"63786-16","52149-88T","Pathgather","Sacramento, CA","Sacramento","CA","{EdTech,TMT}","2013-02-22",2013,1,,,"Accelerator/Incubator",,,,,,"{55334-08}","{""Founder Institute""}","{55334-08-None}","{NULL}","{}","{}"
"63786-16","52150-06T","Pathgather","Sacramento, CA","Sacramento","CA","{EdTech,TMT}","2015-05-01",2015,4,,,"Early Stage VC",,,,,,"{151582-87,11237-50,122866-57,104156-02}","{""Elevate Innovation Partners"",""Matrix Partners"",""Palm Drive Capital"",""RosePaul Ventures""}","{151582-87-None,11237-50-None,122866-57-None,104156-02-None}","{NULL,NULL,NULL,NULL}","{}","{}"
"63786-16","34576-75T","Pathgather","Sacramento, CA","Sacramento","CA","{EdTech,TMT}","2014-06-10",2014,2,,,"Accelerator/Incubator",,,0.12,,,"{50933-44}","{Techstars}","{50933-44-None}","{NULL}","{}","{}"
"164204-38","95799-25T","onQ","Alpharetta, GA","Alpharetta","GA","{EdTech,TMT}","2017-10-13",2017,2,,,"Seed Round",,,7,,,"{}","{}","{}","{}","{}","{}"
"164204-38","104615-56T","onQ","Alpharetta, GA","Alpharetta","GA","{EdTech,TMT}","2018-04-17",2018,3,,,"Angel (individual)",,,6,,,"{}","{}","{}","{}","{}","{}"
"164204-38","154618-75T","onQ","Alpharetta, GA","Alpharetta","GA","{EdTech,TMT}","2020-04-10",2020,5,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"164204-38","74519-20T","onQ","Alpharetta, GA","Alpharetta","GA","{EdTech,TMT}","2016-08-19",2016,1,,,"Seed Round",,,1.95,,,"{}","{}","{}","{}","{}","{}"
"443008-00","158277-34T","OnRamp (Business/Productivity Software)","Denver, CO","Denver","CO","{""Big Data"",SaaS}",,,1,,,"Accelerator/Incubator",,,,,,"{185009-68}","{""SSC Venture Partners""}","{185009-68-None}","{NULL}","{}","{}"
"472141-09","179223-04T","onramp (Human Capital Services)","Oakland, CA","Oakland","CA","{""HR Tech"",SaaS}","2021-01-01",2021,1,,,"Seed Round",,,,,,"{120601-09,335879-83}","{""ETF@JFFLabs (Jobs for the Future)"",""Juvo Ventures""}","{120601-09-None,""335879-83-Maia Sharpley""}","{NULL,""Maia Sharpley""}","{}","{}"
"230932-99","141618-61T","Onshore Technologies","Torrance, CA","Torrance","CA","{}","2020-05-03",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"90782-65","124783-39T","Onsite Care","Salt Lake City, UT","SaltLakeCity","UT","{}","2018-08-10",2018,2,,,"Debt - General",,,8,,,"{}","{}","{}","{}","{}","{}"
"90782-65","55252-63T","Onsite Care","Salt Lake City, UT","SaltLakeCity","UT","{}","2013-02-21",2013,1,"Series A",,"Angel (individual)",4.25,6.05,1.8,,,"{}","{}","{}","{}","{}","{}"
"50832-82","75259-72T","Backyard Buildings & More","Monroe, MI","Monroe","MI","{Manufacturing}","2016-01-01",2016,4,,,"PE Growth/Expansion",,,,,,"{10085-77}","{""Cyprium Partners""}","{10085-77-None}","{NULL}","{}","{}"
"50832-82","182480-32T","Backyard Buildings & More","Monroe, MI","Monroe","MI","{Manufacturing}","2020-04-10",2020,5,,,"Debt - PPP",,,4.89,,,"{}","{}","{}","{}","{}","{}"
"50832-82","72479-53T","Backyard Buildings & More","Monroe, MI","Monroe","MI","{Manufacturing}","2006-09-06",2006,3,,,"Bankruptcy: Admin/Reorg",,,,,,"{}","{}","{}","{}","{}","{}"
"374307-94","146407-42T","Baco Che-Na-Wa Equities","Rockville Centre, NY","RockvilleCentre","NY","{}","2020-04-16",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"265740-76","182649-79T","Bacon (Application Software)","Provo, UT","Provo","UT","{""HR Tech""}","2021-08-09",2021,2,"Series A",,"Early Stage VC",,,3,,,"{120649-42,106602-04,264989-71}","{""Assure (Accounting, Audit and Tax Services (B2B))"",""Ed Baker"",""Hall Venture Partners""}","{120649-42-None,""106602-04-Edward Baker"",264989-71-None}","{NULL,""Edward Baker"",NULL}","{}","{}"
"265740-76","116826-76T","Bacon (Application Software)","Provo, UT","Provo","UT","{""HR Tech""}","2019-10-03",2019,1,,,"Early Stage VC",,,3,,,"{264989-71}","{""Hall Venture Partners""}","{""264989-71-David Hall""}","{""David Hall""}","{}","{}"
"268770-70","137056-87T","BadVR","Marina Del Rey, CA","MarinaDelRey","CA","{""Augmented Reality"",""Big Data"",""Virtual Reality""}","2020-04-01",2020,3,,,"Accelerator/Incubator",,,,,,"{150724-45}","{""National Science Foundation Innovation Corps Program""}","{150724-45-None}","{NULL}","{}","{}"
"268770-70","165841-03T","BadVR","Marina Del Rey, CA","MarinaDelRey","CA","{""Augmented Reality"",""Big Data"",""Virtual Reality""}","2020-01-01",2020,2,,,"Grant",,,1,,,"{51038-20}","{""National Science Foundation""}","{51038-20-None}","{NULL}","{}","{}"
"268770-70","165841-30T","BadVR","Marina Del Rey, CA","MarinaDelRey","CA","{""Augmented Reality"",""Big Data"",""Virtual Reality""}",,,4,,,"Grant",,,2.25,,,"{}","{}","{}","{}","{}","{}"
"268770-70","130987-36T","BadVR","Marina Del Rey, CA","MarinaDelRey","CA","{""Augmented Reality"",""Big Data"",""Virtual Reality""}","2019-07-10",2019,1,,,"Grant",,,0.23,,,"{51038-20}","{""National Science Foundation""}","{51038-20-None}","{NULL}","{}","{}"
"143754-76","150073-93T","BAG Corp","Richardson, TX","Richardson","TX","{}","2020-04-29",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"82296-01","44267-86T","APU Solutions","Overland Park, KS","OverlandPark","KS","{E-Commerce,TMT}","2012-10-08",2012,2,,,"Merger/Acquisition",,,,100,1,"{10586-62}","{""Solera Holdings""}","{""10586-62-Tony Aquila""}","{""Tony Aquila""}","{}","{}"
"391321-72","166423-87T","Aqua Smart","Atlanta, GA","Atlanta","GA","{}","2021-01-18",2021,2,,,"Merger/Acquisition",,,,100,1,"{226361-35}","{""Colonial Group""}","{226361-35-None}","{NULL}","{}","{}"
"231065-92","109065-34T","Aqua Sun Ozone International","Palm Springs, CA","PalmSprings","CA","{Manufacturing}","2018-07-17",2018,1,,,"Buyout/LBO",,,,100,3,"{60635-17,10478-62,41736-34}","{""Custom Molded Products"",""Florida Capital Partners"",""Tenex Capital Management""}","{""60635-17-Victor Walker"",10478-62-None,41736-34-None}","{""Victor Walker"",NULL,NULL}","{10976-59F,15388-48F}","{""FCP Investors VI"",""Tenex Capital Partners II""}"
"13456-63","172333-99T","Aqua Systems","Avon, IN","Avon","IN","{CleanTech}","2021-05-17",2021,3,,,"Merger/Acquisition",,150,150,100,1,"{41287-78}","{""Franklin Electric (NAS: FELE)""}","{""41287-78-Gregg Sengstack""}","{""Gregg Sengstack""}","{}","{}"
"13456-63","13692-70T","Aqua Systems","Avon, IN","Avon","IN","{CleanTech}","1997-02-01",1997,1,,,"Buyout/LBO",,,,100,1,"{11145-88}","{""Cardinal Equity Partners""}","{""11145-88-James Smeltzer""}","{""James Smeltzer""}","{}","{}"
"57971-26","27235-99T","Aqua-Flo","Chino, CA","Chino","CA","{Industrials,Manufacturing}","2007-11-02",2007,2,,,"Merger/Acquisition",,,,100,1,"{57977-83}","{""Gecko Alliance""}","{57977-83-None}","{NULL}","{}","{}"
"63735-94","109843-75T","Aquarion Water Company of New York","Merrick, NY","Merrick","NY","{}","2001-01-01",2001,1,,,"Merger/Acquisition",,,,100,1,"{106706-44}","{""Aquarion Water Company""}","{""106706-44-Richard Schmidt""}","{""Richard Schmidt""}","{}","{}"
"234017-83","113149-72T","Aquarius Recycling","West Palm Beach, FL","WestPalmBeach","FL","{CleanTech}",,,1,,,"Merger/Acquisition",,,,100,1,"{234017-56}","{""Coastal Waste & Recycling""}","{234017-56-None}","{NULL}","{}","{}"
"447434-38","160031-89T","Aquarius Supply","Hawthorne, NJ","Hawthorne","NJ","{}","2020-10-02",2020,1,,,"Merger/Acquisition",,,,100,1,"{343332-37}","{""Heritage Landscape Supply Group""}","{""343332-37-Matthew McDermott""}","{""Matthew McDermott""}","{}","{}"
"160165-09","109084-42T","Aquarius Systems","Fort Pierce, FL","FortPierce","FL","{Industrials}","2001-04-11",2001,1,,,"Merger/Acquisition",,,,100,1,"{41148-28}","{""Chesapeake Utilities (NYS: CPK)""}","{""41148-28-John Schimkaitis""}","{""John Schimkaitis""}","{}","{}"
"484888-96","185030-92T","Aquarius Water and Coffee","Wilmington, DE","Wilmington","DE","{}","2021-09-30",2021,1,,,"Buyout/LBO",,,,100,6,"{10427-68,10336-87,64675-18,14768-38,11357-83,60177-88}","{Ardian,""British Columbia Investment Management"",""Castik Capital"",""Neuberger Berman"",""Skandia Insurance Company"",Waterlogic}","{10427-68-None,10336-87-None,64675-18-None,14768-38-None,11357-83-None,""60177-88-Casey Taylor""}","{NULL,NULL,NULL,NULL,NULL,""Casey Taylor""}","{14643-19F}","{""European Private Investment Club I Fund""}"
"102917-98","55704-88T","Zoeticx","San Jose, CA","SanJose","CA","{""Digital Health"",HealthTech,TMT}","2015-07-25",2015,2,,,"Product Crowdfunding",,,,,,"{}","{}","{}","{}","{}","{}"
"55147-60","69993-10T","Zoetis (NYS: ZTS)","Parsippany, NJ","Parsippany","NJ","{AgTech,""Life Sciences"",Manufacturing,""Supply Chain Tech""}","2016-07-08",2016,4,,,"Secondary Transaction - Open Market",,,,,,"{}","{}","{}","{}","{}","{}"
"55147-60","36164-80T","Zoetis (NYS: ZTS)","Parsippany, NJ","Parsippany","NJ","{AgTech,""Life Sciences"",Manufacturing,""Supply Chain Tech""}","2013-02-01",2013,1,,,"IPO",10761.4,13000,2238.6,,,"{}","{}","{}","{}","{}","{}"
"172611-28","109780-03T","Zoey","New York, NY","NewYork","NY","{""Marketing Tech"",TMT}",,,1,,,"Early Stage VC",,,,,,"{170455-24,185123-44,153288-01}","{""Atooro Fund"",""Clear Future"",""Yaron Lemelbaum""}","{170455-24-None,185123-44-None,""153288-01-Yaron Lemelbaum""}","{NULL,NULL,""Yaron Lemelbaum""}","{}","{}"
"103726-63","159908-59T","Zomazz","Monterey, CA","Monterey","CA","{}","2020-11-01",2020,2,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"126612-73","60401-08T","ZombieBox","Gilbert, AZ","Gilbert","AZ","{CleanTech,""Climate Tech"",Manufacturing}","2015-02-20",2015,1,,,"Accelerator/Incubator",,,,,,"{64531-63}","{""Seed Spot""}","{64531-63-None}","{NULL}","{}","{}"
"65670-76","102382-48T","Jazwares","Sunrise, FL","Sunrise","FL","{Manufacturing,TMT}","2012-11-09",2012,2,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"65670-76","102380-86T","Jazwares","Sunrise, FL","Sunrise","FL","{Manufacturing,TMT}","2010-08-31",2010,1,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"118587-97","52309-27T","JBIT","Tucson, AZ","Tucson","AZ","{Manufacturing}","2010-11-04",2010,1,,,"Reverse Merger",,,,,,"{112839-04}","{""Global Platinum + Gold""}","{112839-04-None}","{NULL}","{}","{}"
"258192-73","170436-88T","JBK Manufacturing and Development","Dayton, OH","Dayton","OH","{Manufacturing}",,,2,,,"PE Growth/Expansion",,,,,,"{185597-47}","{""Ventoux Industrial Holdings""}","{185597-47-None}","{NULL}","{}","{}"
"258192-73","147856-78T","JBK Manufacturing and Development","Dayton, OH","Dayton","OH","{Manufacturing}","2020-05-01",2020,1,,,"Debt - PPP",,,0.72,,,"{}","{}","{}","{}","{}","{}"
"48135-97","102861-01T","JBS USA","Greeley, CO","Greeley","CO","{}","2008-11-20",2008,2,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"48135-97","102862-00T","JBS USA","Greeley, CO","Greeley","CO","{}","2008-09-12",2008,1,,,"Debt - General",,,500,,,"{}","{}","{}","{}","{}","{}"
"48135-97","102862-27T","JBS USA","Greeley, CO","Greeley","CO","{}","2013-02-28",2013,4,,,"Debt - General",,,3.51,,,"{}","{}","{}","{}","{}","{}"
"48135-97","109401-58T","JBS USA","Greeley, CO","Greeley","CO","{}","2018-05-31",2018,6,,,"Debt Refinancing",,,500,,,"{}","{}","{}","{}","{}","{}"
"48135-97","133026-40T","JBS USA","Greeley, CO","Greeley","CO","{}","2019-05-01",2019,7,,,"Debt Refinancing",,,,,,"{}","{}","{}","{}","{}","{}"
"48135-97","133204-15T","JBS USA","Greeley, CO","Greeley","CO","{}","2013-09-17",2013,5,,,"Debt Refinancing",,,1000,,,"{}","{}","{}","{}","{}","{}"
"48135-97","179958-43T","JBS USA","Greeley, CO","Greeley","CO","{}","2021-07-07",2021,8,,,"Debt - General",,,500,,,"{}","{}","{}","{}","{}","{}"
"48135-97","49470-04T","JBS USA","Greeley, CO","Greeley","CO","{}","2012-03-31",2012,3,,,"Debt - General",,,3,,,"{}","{}","{}","{}","{}","{}"
"225428-95","138066-67T","JD Anderson & Associates","Austin, TX","Austin","TX","{}","2018-04-01",2018,1,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"239880-79","149945-23T","JD Beam","Raleigh, NC","Raleigh","NC","{}","2020-04-14",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"61247-26","51063-85T","JD Norman Industries","Addison, IL","Addison","IL","{Manufacturing}","2011-11-03",2011,1,,,"Debt - General",,,4.17,,,"{}","{}","{}","{}","{}","{}"
"61247-26","59664-61T","JD Norman Industries","Addison, IL","Addison","IL","{Manufacturing}","2015-10-23",2015,3,,,"Debt - General",,,7,,,"{}","{}","{}","{}","{}","{}"
"61247-26","77907-70T","JD Norman Industries","Addison, IL","Addison","IL","{Manufacturing}","2016-01-01",2016,4,,,"Debt - General",,,4,,,"{}","{}","{}","{}","{}","{}"
"61247-26","154159-57T","JD Norman Industries","Addison, IL","Addison","IL","{Manufacturing}","2020-05-01",2020,5,,,"Debt - PPP",,,1.94,,,"{}","{}","{}","{}","{}","{}"
"61247-26","169935-49T","JD Norman Industries","Addison, IL","Addison","IL","{Manufacturing}","2021-03-10",2021,6,,,"Bankruptcy: Liquidation",,,,,,"{}","{}","{}","{}","{}","{}"
"61247-26","32158-09T","JD Norman Industries","Addison, IL","Addison","IL","{Manufacturing}","2013-06-01",2013,2,,,"Debt Refinancing",,,42.5,,,"{}","{}","{}","{}","{}","{}"
"148475-35","147484-00T","JDV Equipment","Dover, NJ","Dover","NJ","{Industrials}","2020-04-13",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"257932-90","151289-74T","JE Shea Electric","Plantsville, CT","Plantsville","CT","{}","2020-05-03",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"149794-66","154552-06T","HiveIO","Hoboken, NJ","Hoboken","NJ","{""CloudTech & DevOps"",SaaS,TMT}","2020-04-28",2020,3,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"92638-09","54933-49T","HKS Media Group","Houston, TX","Houston","TX","{FinTech,TMT}","2012-08-21",2012,2,,,"Equity Crowdfunding",,,,,,"{}","{}","{}","{}","{}","{}"
